Date,OIL,GOLD,USDIDR,SP500,IHSG,VIX,CPI,BI_rate,US_rate
2010-03-26,80.0,1104.199951171875,9112.900390625,1166.5899658203125,2812.97265625,17.770000457763672,5.13420639015885,6.5,0.16
2010-03-29,82.16999816894531,1110.300048828125,9073.0,1173.219970703125,2794.662109375,17.59000015258789,5.13420639015885,6.5,0.16
2010-03-30,82.37000274658203,1104.5,9075.400390625,1173.27001953125,2798.1591796875,17.1299991607666,5.13420639015885,6.5,0.16
2010-03-31,83.76000213623047,1113.300048828125,9103.0,1169.4300537109375,2777.19287109375,17.59000015258789,5.13420639015885,6.5,0.16
2010-04-01,84.87000274658203,1125.0999755859375,9041.400390625,1178.0999755859375,2829.885986328125,17.469999313354492,5.13420639015885,6.5,0.2
2010-04-02,84.87000274658203,1125.0999755859375,9094.900390625,1178.0999755859375,2829.885986328125,17.469999313354492,5.13420639015885,6.5,0.2
2010-04-05,86.62000274658203,1132.9000244140625,9052.7998046875,1187.43994140625,2887.1337890625,17.020000457763672,5.13420639015885,6.5,0.2
2010-04-06,86.83999633789062,1135.0999755859375,9037.2998046875,1189.43994140625,2880.85693359375,16.229999542236328,5.13420639015885,6.5,0.2
2010-04-07,85.87999725341797,1152.300048828125,9054.5,1182.449951171875,2898.46923828125,16.6200008392334,5.13420639015885,6.5,0.2
2010-04-08,85.38999938964844,1152.199951171875,9057.7001953125,1186.43994140625,2850.722900390625,16.479999542236328,5.13420639015885,6.5,0.2
2010-04-09,84.91999816894531,1161.0999755859375,8992.900390625,1194.3699951171875,2844.900390625,16.139999389648438,5.13420639015885,6.5,0.2
